,open,close,high,low,volume,money,r,rsrs
2007-07-20,2974.922,3102.789,3104.77,2847.404,8796145100.0,118793870368.0,0.08461252090808834,1.0112337961337357
2007-07-27,3133.28,3293.38,3336.944,3133.28,15325302900.0,213535208966.0,0.1087544801238376,1.022638977868547
2007-08-03,3294.682,3520.144,3521.968,3267.683,15353624400.0,229187930728.0,0.13450962988459722,0.974931681566548
2007-08-10,3552.003,3707.916,3739.019,3533.768,18798098800.0,270049888965.0,0.12586947148522187,0.9744190000893784
2007-08-17,3717.529,3606.528,3823.939,3597.593,16741207100.0,253532134938.0,0.024539905185696955,0.9556701138820577
2007-08-24,3718.195,4104.658,4120.752,3709.517,14436843900.0,236646322123.0,0.10699864829731855,0.9392982475833755
2007-08-31,4128.737,4150.167,4188.184,4058.001,14219047900.0,246719514145.0,0.15073749600724037,0.9860627164533772
2007-09-07,4176.864,4111.931,4252.754,4074.293,15778109200.0,260977885177.0,0.001771889399798772,0.9468723106291514
2007-09-14,4052.549,4165.566,4199.27,3939.35,12877011300.0,225160626147.0,0.0037104530974294363,0.9339430718397789
2007-09-21,4170.95,4197.038,4269.586,4118.326,13100244400.0,236378704646.0,0.020697574934987962,0.9417868814880495
2007-09-28,4201.416,4307.417,4315.348,4128.262,8856832800.0,170469804926.0,0.03405323550269053,0.9285611140386983
2007-10-12,4407.5,4578.686,4633.814,4347.758,16563709200.0,286555350998.0,0.09093270063316086,0.9238008318464422
2007-10-19,4606.484,4494.561,4772.933,4454.149,13893438500.0,261195026535.0,0.04344691958080662,0.9459583114061184
2007-10-26,4441.531,4429.979,4598.889,4313.801,9887916300.0,189940586837.0,-0.0324780952439192,1.0005067205419997
2007-11-02,4453.327,4543.163,4668.731,4451.912,11118456400.0,208158697026.0,0.01081351437882362,1.0038633848208742
2007-11-09,4517.225,4139.572,4547.887,4058.88,8144924800.0,157534081739.0,-0.06555493829654727,0.9956060096753562
2007-11-16,4025.828,4133.351,4269.759,3951.329,7789474600.0,150950961309.0,-0.09020411550278956,0.9999068870840327
2007-11-23,4141.198,3961.369,4186.289,3844.179,5890495300.0,117381806310.0,-0.04304865333904084,1.006164932318863
2007-11-30,4020.645,3880.339,4038.478,3757.957,6383038900.0,126564885318.0,-0.06121231901186223,0.9743364622488214
2007-12-07,3859.854,4122.062,4128.779,3838.487,5482916700.0,104544248089.0,0.04056501679091237,0.960120653454634
2007-12-14,4052.375,4008.878,4216.53,3881.5,7360774300.0,154411032945.0,0.0331257140162239,0.9164726006993763
2007-12-21,4002.988,4081.005,4096.242,3826.917,6298126400.0,123362842975.0,-0.00996030627389879,0.8679046392290733
2007-12-28,4112.524,4226.756,4280.733,4096.67,9768264000.0,190588273393.0,0.05434887267709323,0.8191329999175471
2008-01-08,4230.806,4358.095,4437.566,4123.119,12804874800.0,258392480564.0,0.06789749093666882,0.7495254573991537
2008-01-15,4341.53,4440.819,4524.289,4324.908,12320658200.0,260361031214.0,0.050644749779736535,0.7973469940783855
2008-01-22,4395.373,3679.014,4395.373,3636.474,12019887500.0,244601690303.0,-0.15582060510383552,0.8007773068975932
2008-01-29,3712.848,3611.978,3913.739,3554.524,10423662700.0,188091240648.0,-0.18664147311565732,0.5061625092870493
2008-02-05,3653.73,3766.163,3817.614,3376.612,8884817800.0,169840935682.0,0.023688140354997257,0.5654711125656424
2008-02-19,3697.534,3787.029,3787.219,3593.167,6404070600.0,120823744636.0,0.04846402718953436,0.6367939527033482
2008-02-26,3792.295,3363.701,3805.392,3275.843,8769059200.0,161172272968.0,-0.10686260791155348,0.693824796207739
2008-03-04,3384.554,3424.791,3566.156,3348.817,6500871400.0,122859721299.0,-0.095652291017576,0.6721437295698037
2008-03-11,3415.732,3264.566,3504.826,3187.826,6618717100.0,124399744879.0,-0.029472001227219727,0.6886935594725937
2008-03-18,3343.406,2869.614,3355.982,2821.112,6767465900.0,121393287199.0,-0.16210536642965953,0.7239217125507114
2008-03-25,2925.255,2884.623,3063.89,2765.248,8087546200.0,139409318687.0,-0.1163839236210877,0.72285834017861
2008-04-01,2904.342,2713.487,2965.261,2683.501,7954856500.0,127812990460.0,-0.05440696902092056,0.7774236781845157
2008-04-09,2757.526,2803.154,3011.42,2679.292,9462219700.0,151852414432.0,-0.028242512106434723,0.8297429035574972
2008-04-16,2780.602,2654.902,2900.543,2591.681,5924815600.0,90805064459.0,-0.021590300598455063,0.8535407087645787
2008-04-23,2650.122,2718.253,2730.929,2451.605,7907393200.0,117112964684.0,-0.030287668818766232,0.8811060310848647
2008-04-30,2948.969,3125.533,3135.716,2880.267,17051272200.0,274301568437.0,0.1772686901437416,0.9083494171126655
2008-05-09,3169.005,2978.189,3184.107,2929.243,11381309200.0,197075647470.0,0.09562612457339316,0.9122661125642024
2008-05-16,2915.262,3009.207,3075.217,2884.575,8380914400.0,134313302715.0,-0.03721797210267817,0.9211349034372347
2008-05-23,2999.409,2838.055,3008.033,2752.154,6904447700.0,102721630146.0,-0.04705342743526352,0.951964379588449
2008-05-30,2812.514,2800.791,2855.68,2726.86,5207798900.0,81969875487.0,-0.06925944277013835,0.9568874172082782
2008-06-06,2792.242,2701.789,2834.495,2687.224,5965252300.0,82430320898.0,-0.04801386865300342,1.0561121790844314
2008-06-16,2586.722,2323.689,2597.477,2279.887,6280565800.0,81463995096.0,-0.17034544883927444,0.9826622948318234
2008-06-23,2325.26,2220.083,2383.272,2152.312,7611214900.0,94268761653.0,-0.17829149500571662,0.9522461120354822
2008-06-30,2207.514,2175.611,2357.445,2146.446,6779121500.0,79896933081.0,-0.0637253952658897,0.9425532176477162
2008-07-07,2181.712,2190.304,2200.008,1992.347,7299908700.0,89433228125.0,-0.013413462469646403,1.0057825539654608
2008-07-14,2204.491,2259.162,2319.015,2151.847,9671359300.0,117736136783.0,0.038403464589947346,0.9741655857904866
2008-07-21,2266.97,2228.446,2274.022,2056.188,7854869900.0,89594891164.0,0.01741402106739513,1.0171835083709624
2008-07-28,2219.74,2278.229,2318.081,2205.344,7544089300.0,93106276564.0,0.008439855132124216,1.01019462831431
2008-08-04,2244.849,2155.891,2272.401,2127.357,5311075000.0,61971819242.0,-0.03255856323195619,1.0120072700118752
2008-08-11,2169.14,1975.516,2175.343,1962.234,5404853800.0,60289749805.0,-0.13287206861118867,1.0169115733538976
2008-08-18,1959.564,1859.998,1990.126,1859.692,4247997500.0,43556855518.0,-0.13724859002611914,1.011162812677551
2008-08-25,1840.253,1954.851,2045.255,1832.254,5473552800.0,57114878036.0,-0.010460558152907879,1.0193519393695532
2008-09-01,1930.063,1905.901,1997.198,1895.495,4703136600.0,50611928872.0,0.024679058794686886,1.009043454503352
2008-09-08,1893.006,1770.373,1901.937,1764.278,4013591800.0,42407178119.0,-0.09436934068120796,1.0204513856060033
2008-09-16,1779.133,1615.581,1815.798,1607.274,4771943000.0,46527009069.0,-0.15232690470281518,1.0168278700883333
2008-09-23,1589.304,1726.13,1801.168,1433.436,14363064200.0,127741150955.0,-0.024990778779387133,0.9908589570691271
2008-10-07,1681.98,1678.266,1844.569,1622.825,12099066600.0,122386233454.0,0.03880028299416753,0.9210314015584868
2008-10-14,1623.282,1564.727,1679.916,1488.344,9582157400.0,91764907688.0,-0.09350570351016436,0.8850378500045246
2008-10-21,1543.239,1514.129,1563.314,1452.847,6864271600.0,64817019246.0,-0.09780154039943618,0.8962328347176907
2008-10-28,1491.915,1353.688,1516.934,1269.291,8222744700.0,68850240683.0,-0.1348727285973847,0.9229317350867549
2008-11-04,1364.083,1313.017,1380.464,1290.808,7042764700.0,59509995040.0,-0.13282355730588336,0.8843612076191311
2008-11-11,1324.385,1443.209,1478.138,1301.036,10174179000.0,82132990827.0,0.06613119123461238,0.9110356439363327
2008-11-18,1424.959,1459.109,1583.797,1421.356,15218170800.0,129077709186.0,0.11126436291380833,0.9099462022911602
2008-11-25,1455.288,1435.356,1549.475,1412.664,12267021700.0,101888071756.0,-0.005441346333067536,0.9099891213617171
2008-12-02,1434.146,1419.485,1536.606,1383.783,10015110400.0,82958325754.0,-0.027156298809753093,0.9110658042009282
2008-12-09,1434.796,1554.506,1609.681,1432.891,17417207000.0,149229734927.0,0.08301076527356285,0.8987027378805279
2008-12-16,1546.993,1512.084,1612.33,1462.697,12586709300.0,107914603761.0,0.06523422227075325,0.9050696551268207
2008-12-23,1518.166,1451.759,1577.882,1451.34,10703745500.0,91695344655.0,-0.06609623893378351,0.8976330743300219
2008-12-30,1434.588,1390.401,1451.633,1385.309,6777036100.0,53750035575.0,-0.08047370384185004,0.8524128540984222
2009-01-08,1393.415,1430.087,1495.651,1382.069,11125303100.0,84851931939.0,-0.01492809756991348,0.8631077606314289
2009-01-15,1428.237,1469.204,1484.922,1412.927,10989005700.0,88396880728.0,0.05667645520968403,0.8052500748305212
2009-01-22,1478.073,1547.589,1568.643,1478.073,15420287800.0,130555226393.0,0.08216423196630691,0.8132775696109495
2009-02-05,1542.932,1629.466,1677.866,1529.174,15703895500.0,129454772878.0,0.10908083560894195,0.7706351495398936
2009-02-12,1634.602,1699.346,1764.017,1634.602,23532972900.0,206544423293.0,0.09806027310868717,0.6655285500139017
2009-02-19,1700.577,1675.769,1829.475,1651.595,26160661800.0,233682535088.0,0.028416057775983123,0.8295736032539224
2009-02-26,1673.975,1605.611,1740.781,1593.225,21086822300.0,196291141933.0,-0.05515945546110086,0.8122585836762559
2009-03-05,1592.386,1694.648,1718.574,1544.619,19975443000.0,177988984149.0,0.0112658725635812,0.8328374991301711
2009-03-12,1659.574,1628.336,1716.355,1590.236,15080075600.0,142818838503.0,0.014153490478079627,0.8581409212314666
2009-03-19,1640.526,1733.8,1736.694,1604.092,15830858300.0,153384673506.0,0.02310332293195994,1.0084292291661414
2009-03-26,1737.534,1811.873,1812.213,1705.956,22231583100.0,218494974128.0,0.11271445205412153,0.9609977108249854
2009-04-02,1827.985,1878.396,1899.234,1772.266,24932776700.0,238401331394.0,0.08339831583804361,0.9793799577337542
2009-04-10,1898.695,1895.159,1920.77,1803.064,21686323400.0,210473498263.0,0.045966797893671384,0.9922715940294118
2009-04-17,1915.431,1920.309,1958.748,1905.101,22950655900.0,236305014960.0,0.02231318635687044,0.9823583529935683
2009-04-24,1915.995,1860.748,1967.267,1850.25,19026849800.0,186106565269.0,-0.018157315560330324,0.9183691126126231
2009-05-04,1858.864,1957.94,1959.815,1805.776,17878692900.0,178431767477.0,0.019596325383050377,0.9489916931629331
2009-05-11,1971.743,2000.775,2086.538,1951.757,24520862900.0,244252613046.0,0.07525307027066537,0.9751811707041976
2009-05-18,1985.389,2029.06,2059.174,1980.09,17928225200.0,187886597802.0,0.03632389143691834,0.9886314088402023
2009-05-25,2051.573,1970.98,2059.147,1927.033,16576507200.0,178503008403.0,-0.014891729454836286,0.9370342275564995
2009-06-03,1976.612,2149.577,2150.133,1945.021,21766975300.0,238125998604.0,0.05939548362295855,0.9306421711625658
2009-06-10,2138.627,2212.191,2224.633,2131.423,24548302200.0,262026404739.0,0.12238125196602695,0.9182047734542385
2009-06-17,2207.197,2236.076,2242.395,2138.637,17414972000.0,195364610242.0,0.040240010011271886,0.883716761382189
2009-06-24,2238.963,2336.08,2374.616,2237.24,24268742600.0,259792054125.0,0.05600284966352369,0.887248240030145
2009-07-01,2337.168,2440.897,2444.097,2324.959,18161001000.0,215400825220.0,0.09159840720977279,0.9124334647304584
2009-07-08,2448.043,2502.154,2562.2,2432.418,26263901300.0,324287403572.0,0.07109088729838023,0.9390813382531265
2009-07-15,2495.701,2576.776,2581.56,2466.402,21956335800.0,279376726129.0,0.05566765004832236,0.9583715403732944
2009-07-22,2598.646,2677.151,2685.427,2575.389,25725474100.0,338333444572.0,0.06993854095311473,0.9780388697927409
2009-07-29,2681.396,2671.593,2829.802,2583.073,29920590300.0,387750448989.0,0.03679675687758657,0.977515928237063
2009-08-05,2702.463,2761.957,2849.411,2662.87,28127227800.0,370130513281.0,0.03167770514251906,1.0195739389501468
2009-08-12,2737.523,2493.481,2755.597,2489.932,18248621900.0,251741661193.0,-0.06666883765603504,1.0319364869955652
2009-08-19,2493.233,2230.719,2535.366,2206.597,18147627000.0,228082247202.0,-0.19234115520263345,1.0531315997218496
2009-08-26,2240.096,2292.488,2392.035,2193.995,16985131000.0,213659890188.0,-0.08060739183494896,1.03251978725548
2009-09-02,2277.377,2123.505,2316.238,2033.44,16404174900.0,192459262370.0,-0.04806253051146287,1.0122202306093218
2009-09-09,2127.212,2305.0,2322.865,2119.46,16977999000.0,205408979684.0,0.005457825733439029,0.9661525827408445
2009-09-16,2295.798,2336.615,2405.599,2272.85,15080896100.0,184687902803.0,0.1003576633914211,0.9489826246417151
2009-09-23,2354.919,2199.085,2389.743,2188.265,15032754500.0,178878388337.0,-0.04595010845986983,0.9302971320167357
2009-09-30,2187.612,2198.407,2262.278,2144.603,10361129500.0,120964414605.0,-0.0591488114216504,0.8939376598311849
2009-10-15,2251.817,2363.598,2402.35,2246.279,12285438700.0,151801794254.0,0.0748097504189242,0.8661820424462766
2009-10-22,2371.234,2428.972,2483.162,2320.758,13825422600.0,176730905216.0,0.10487821408865602,0.8625191405476994
2009-10-29,2435.18,2349.015,2499.158,2341.919,13175585700.0,167522692451.0,-0.006169830910332503,0.837338067160431
2009-11-05,2394.059,2505.14,2519.942,2313.786,13886860700.0,170751711941.0,0.031358121872133424,0.8094069373835875
2009-11-12,2528.463,2508.503,2549.639,2485.643,14723953300.0,179624579484.0,0.0678956924498142,0.8009661853998779
2009-11-19,2504.144,2602.845,2627.925,2471.881,18844995100.0,227445377789.0,0.0390018122739647,0.761257234239103
2009-11-26,2592.86,2459.202,2615.246,2451.509,21543536000.0,277652031400.0,-0.01965355433100934,0.7703195380047266
2009-12-03,2433.839,2497.273,2527.104,2379.948,18260259500.0,229148373928.0,-0.040560233129517766,0.7864764730880163
2009-12-10,2489.789,2509.747,2606.711,2474.738,19223845500.0,253106553842.0,0.020553415294880053,0.8032672070078362
2009-12-17,2516.835,2464.802,2569.059,2451.984,14236068700.0,178437339021.0,-0.013002583217773948,0.7378074939088832
2009-12-24,2444.822,2430.363,2459.863,2342.754,12963941800.0,164118764683.0,-0.03163027986486288,0.6339788486250255
